Ensembl;Gene symbol;Name;Biotype;Chromosome;Seq region start;Seq region end
ENSG00000258077;;;Linc R N A;12;75563202;75984015
ENSG00000257769;;;Antisense;16;15608474;15610563
ENSG00000281608;;;Linc R N A;5;125325350;125367734
ENSG00000282381;;;Linc R N A;7;65269374;65306238
ENSG00000236252;;;Transcribed Processed Pseudogene;9;65219987;65230861
ENSG00000275071;;"TUC338 [Source:RFAM;Acc:RF02271]";Misc R N A;13;55128285;55128444
ENSG00000277747;;;Unprocessed Pseudogene;2;95460144;95460336
ENSG00000239498;;;Linc R N A;2;220105656;220450778
ENSG00000224048;;;Linc R N A;2;150612381;150635348
ENSG00000185988;PLK5;"polo like kinase 5 [Source:HGNC Symbol;Acc:HGNC:27001]";Protein Coding;19;1524074;1535456
ENSG00000258670;;;Antisense;14;60515119;60554916
ENSG00000102934;PLLP;"plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]";Protein Coding;16;57248547;57284687
ENSG00000250263;;;Linc R N A;4;176875702;176880605
ENSG00000256350;;;Unprocessed Pseudogene;14;21698954;21699151
ENSG00000254700;;;Processed Pseudogene;8;12043506;12043670
ENSG00000252742;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;2;128350829;128350927
ENSG00000258358;;;Processed Pseudogene;12;84448625;84449878
ENSG00000280175;;;Protein Coding;13;22664217;22675253
ENSG00000275075;;;Processed Pseudogene;1;144168752;144168850
ENSG00000249159;;;Linc R N A;5;8387638;8457564
ENSG00000249881;;;Sense Overlapping;5;143605628;143828772
ENSG00000163131;CTSS;"cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]";Protein Coding;1;150730196;150765957
ENSG00000141441;GAREM1;"GRB2 associated regulator of MAPK1 subtype 1 [Source:HGNC Symbol;Acc:HGNC:26136]";Protein Coding;18;32124877;32470484
ENSG00000138646;HERC5;"HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]";Protein Coding;4;88457117;88506163
ENSG00000199552;;"Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]";Sno R N A;5;40654963;40655094
ENSG00000235096;;;Antisense;1;246025897;246035603
ENSG00000250284;;;Linc R N A;5;136734927;136754686
ENSG00000271097;;;Processed Pseudogene;2;87301658;87302251
ENSG00000228770;;;Processed Pseudogene;7;36228621;36228884
ENSG00000279997;;;T E C;16;32185624;32186311
ENSG00000268116;;;Processed Pseudogene;19;22130325;22130489
ENSG00000267490;;;Unprocessed Pseudogene;19;9724008;9725086
ENSG00000123600;METTL8;"methyltransferase like 8 [Source:HGNC Symbol;Acc:HGNC:25856]";Protein Coding;2;171317405;171434802
ENSG00000263199;;;Processed Pseudogene;17;54702936;54703430
ENSG00000229970;;;Antisense;7;8262264;8344516
ENSG00000251031;;;Linc R N A;5;145222610;145228982
ENSG00000272361;;;Linc R N A;7;16593626;16594224
ENSG00000273394;;;Antisense;3;113947005;113947570
ENSG00000123562;MORF4L2;"mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]";Protein Coding;X;103675496;103688158
ENSG00000257511;;;Processed Pseudogene;12;32726383;32727387
ENSG00000227210;;;Antisense;2;19990217;20004210
ENSG00000272381;;;Linc R N A;10;31187883;31261910
ENSG00000171495;MROH2B;"maestro heat like repeat family member 2B [Source:HGNC Symbol;Acc:HGNC:26857]";Protein Coding;5;40998017;41071342
ENSG00000235907;;;Processed Pseudogene;1;33512008;33512743
ENSG00000250980;;;Processed Pseudogene;4;152796063;152796831
ENSG00000226601;;;Linc R N A;1;223181144;223188154
ENSG00000198523;PLN;"phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]";Protein Coding;6;118548298;118560730
ENSG00000236164;;;Linc R N A;6;46758296;46761158
ENSG00000242190;;;Linc R N A;3;81762706;81764756
ENSG00000254261;;;Linc R N A;9;26746953;26786874
ENSG00000235594;;;Processed Pseudogene;20;56267872;56269231
ENSG00000225096;;;Linc R N A;6;57965630;57972218
ENSG00000260608;;;Antisense;15;83012661;83061845
ENSG00000171223;JUNB;"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]";Protein Coding;19;12791496;12793315
ENSG00000254185;;;Processed Pseudogene;8;109470131;109471117
ENSG00000226622;;;Antisense;2;62590255;62662654
ENSG00000254957;;;Processed Pseudogene;11;11135482;11137658
ENSG00000255057;;;Processed Pseudogene;11;130008586;130009765
ENSG00000228554;;;Antisense;7;39700341;39703296
ENSG00000153822;KCNJ16;"potassium voltage-gated channel subfamily J member 16 [Source:HGNC Symbol;Acc:HGNC:6262]";Protein Coding;17;70053429;70135608
ENSG00000279565;;;T E C;6;88172261;88175762
ENSG00000257400;;;Linc R N A;12;94491546;94496442
ENSG00000266003;;;Processed Pseudogene;18;51433437;51434783
ENSG00000273299;;;Processed Transcript;7;90403434;90513391
ENSG00000283613;;;Unitary Pseudogene;18;54412763;54424632
ENSG00000225498;;;Linc R N A;7;90312496;90322592
ENSG00000281731;;;Linc R N A;4;118664087;118685341
ENSG00000238485;;"Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]";Sno R N A;X;139702287;139702390
ENSG00000252098;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;1;27255464;27255567
ENSG00000278757;;"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]";Sn R N A;1;516376;516479
ENSG00000201088;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;2;174264878;174264981
ENSG00000139926;FRMD6;"FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]";Protein Coding;14;51489100;51730727
ENSG00000278698;;;Linc R N A;13;106773623;106774279
ENSG00000225755;;;Processed Pseudogene;1;163237214;163239197
ENSG00000226876;;;Antisense;1;246108626;246113866
ENSG00000104499;GML;"glycosylphosphatidylinositol anchored molecule like [Source:HGNC Symbol;Acc:HGNC:4375]";Protein Coding;8;142834247;142916506
ENSG00000146360;GPR6;"G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:4515]";Protein Coding;6;109978256;109980718
ENSG00000125734;GPR108;"G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829]";Protein Coding;19;6729914;6737603
ENSG00000224231;LINC01832;;Linc R N A;2;138101884;138105905
ENSG00000254471;;;Processed Pseudogene;11;79987513;79989630
ENSG00000257526;;;Linc R N A;12;76562294;76615567
ENSG00000008516;MMP25;"matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]";Protein Coding;16;3046681;3060726
ENSG00000206780;;"Small nucleolar RNA SNORA75 [Source:RFAM;Acc:RF00072]";Sno R N A;4;17320746;17320882
ENSG00000227253;;;Antisense;10;32266289;32269474
ENSG00000277613;;"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]";Sn R N A;17;90796;90899
ENSG00000251477;;;Processed Pseudogene;5;117719240;117722097
ENSG00000257737;;;Antisense;12;103654780;103657995
ENSG00000248125;;;Linc R N A;5;145429868;145451099
ENSG00000280339;;;T E C;11;86908990;86912238
ENSG00000282057;;;Linc R N A;1;85482281;85578250
ENSG00000279754;;;T E C;13;73399031;73399205
ENSG00000251185;;;Linc R N A;4;75269068;75361182
ENSG00000237444;;;Processed Pseudogene;21;25031005;25031529
ENSG00000253214;;;Linc R N A;8;81154279;81164599
ENSG00000280005;;;Antisense;4;154261735;154262193
ENSG00000186628;FSD2;"fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]";Protein Coding;15;82755362;82806070
ENSG00000262514;;;Sense Intronic;16;68199795;68200981
ENSG00000142252;GEMIN7;"gem nuclear organelle associated protein 7 [Source:HGNC Symbol;Acc:HGNC:20045]";Protein Coding;19;45079195;45091524
ENSG00000281887;GIMAP1-GIMAP5;"GIMAP1-GIMAP5 readthrough [Source:HGNC Symbol;Acc:HGNC:51257]";Protein Coding;7;150716668;150743646
ENSG00000279265;;;T E C;7;127349833;127350293
ENSG00000112378;PERP;"PERP, TP53 apoptosis effector [Source:HGNC Symbol;Acc:HGNC:17637]";Protein Coding;6;138088505;138107511
ENSG00000225833;;"uncharacterized LOC104798195 [Source:EntrezGene;Acc:104798195]";Antisense;X;15602881;15621484
ENSG00000264340;;;Antisense;18;74561381;74562100
ENSG00000279256;;;T E C;9;26642697;26644595
ENSG00000227274;;;Antisense;17;12671862;12706135
ENSG00000227033;;;Antisense;2;231978488;232015720
ENSG00000225971;;;Processed Pseudogene;22;30136673;30137681
ENSG00000274709;;"Embryonic ventral forebrain-2 long ncRNA [Source:RFAM;Acc:RF01778]";Misc R N A;7;97013925;97014066
ENSG00000200377;;"Small nucleolar RNA SNORD56 [Source:RFAM;Acc:RF00275]";Sno R N A;2;153446813;153446883
ENSG00000248443;;;Linc R N A;5;124829472;124830290
ENSG00000230815;;;Sense Intronic;9;94824272;94824773
ENSG00000234995;;;Processed Pseudogene;7;138490581;138491361
ENSG00000280320;;;T E C;12;64696191;64696550
ENSG00000083444;PLOD1;"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]";Protein Coding;1;11934205;11975538
ENSG00000102007;PLP2;"proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087]";Protein Coding;X;49171926;49175239
ENSG00000257839;;;Antisense;12;76032658;76033897
ENSG00000141934;PLPP2;"phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]";Protein Coding;19;281040;291504
ENSG00000279282;;;Protein Coding;13;22663953;22679652
ENSG00000260364;;;Linc R N A;16;65233056;65432820
ENSG00000272463;;;Linc R N A;6;708592;711405
ENSG00000257735;;;Antisense;12;48350945;48442411
ENSG00000206672;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;6;67625356;67625464
ENSG00000199962;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;21;17576798;17576906
ENSG00000236145;;;Linc R N A;2;121178327;121182580
ENSG00000253604;;;Linc R N A;8;29905735;29908956
ENSG00000200860;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;14;66177527;66177635
ENSG00000145907;G3BP1;"G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]";Protein Coding;5;151771045;151812785
ENSG00000249635;;;Antisense;4;106003317;106022478
ENSG00000234424;;;Unprocessed Pseudogene;9;85753306;85786575
ENSG00000275390;;;Linc R N A;9;40767870;40806344
ENSG00000237761;;;Linc R N A;10;104616102;104616973
ENSG00000201371;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;16;27722284;27722392
ENSG00000263029;;;Processed Pseudogene;16;16260866;16261235
ENSG00000280561;;;Antisense;10;125707416;125749525
ENSG00000261762;;;Antisense;15;78589123;78591276
ENSG00000235347;;;Processed Pseudogene;22;45792418;45793636
ENSG00000271890;OR10AE1P;"olfactory receptor family 10 subfamily AE member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14990]";Unprocessed Pseudogene;1;159581620;159582648
ENSG00000162407;PLPP3;"phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]";Protein Coding;1;56494747;56645301
ENSG00000279203;;;T E C;19;15383202;15383832
ENSG00000203805;PLPP4;"phospholipid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:23531]";Protein Coding;10;120456954;120589855
ENSG00000147535;PLPP5;"phospholipid phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:25026]";Protein Coding;8;38263130;38269243
ENSG00000249244;;;Unprocessed Pseudogene;4;119391831;119395335
ENSG00000272983;;;Linc R N A;10;38137337;38144399
ENSG00000259665;;;Processed Pseudogene;15;35081144;35081513
ENSG00000277757;;;Processed Transcript;10;45016080;45147221
ENSG00000272984;;;Linc R N A;7;36734004;36734535
ENSG00000176988;FMR1NB;"fragile X mental retardation 1 neighbor [Source:HGNC Symbol;Acc:HGNC:26372]";Protein Coding;X;147981329;148026667
ENSG00000283369;;"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]";Sn R N A;1;247607126;247607201
ENSG00000207326;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;1;246426006;246426119
ENSG00000050030;KIAA2022;"KIAA2022 [Source:HGNC Symbol;Acc:HGNC:29433]";Protein Coding;X;74732849;74925485
ENSG00000241469;LINC00635;"long intergenic non-protein coding RNA 635 [Source:HGNC Symbol;Acc:HGNC:27184]";Linc R N A;3;107840228;107882000
ENSG00000259841;LINC01566;"long intergenic non-protein coding RNA 1566 [Source:HGNC Symbol;Acc:HGNC:27555]";Linc R N A;16;35363412;35390584
ENSG00000234634;;;Linc R N A;17;13299184;13306760
ENSG00000243193;;;Processed Transcript;7;107066591;107133733
ENSG00000144815;NXPE3;"neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238]";Protein Coding;3;101779202;101827392
ENSG00000256268;;;Linc R N A;12;65602869;65612997
ENSG00000081913;PHLPP1;"PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]";Protein Coding;18;62715450;62980433
ENSG00000261749;;;Linc R N A;16;52085280;52099067
ENSG00000205808;PLPP6;"phospholipid phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:23682]";Protein Coding;9;4662315;4665258
ENSG00000283582;;;Unitary Pseudogene;12;22116629;22134851
ENSG00000215796;;;Processed Pseudogene;1;247042791;247044021
ENSG00000277981;;;Unprocessed Pseudogene;10;77738246;77739015
ENSG00000258983;;;Antisense;14;88499334;88515502
ENSG00000241912;;;Linc R N A;3;153376831;153377562
ENSG00000282142;;;Linc R N A;8;2517898;2529710
ENSG00000267724;;;Antisense;18;47105946;47108062
ENSG00000259628;;;Processed Transcript;7;77043721;77198626
ENSG00000248749;;;Linc R N A;4;84371393;84380189
ENSG00000279100;;;T E C;16;74150520;74151299
ENSG00000274105;;;Sense Intronic;12;32728169;32729024
ENSG00000229466;;;Linc R N A;10;105808775;105819197
ENSG00000197503;LINC00477;"long intergenic non-protein coding RNA 477 [Source:HGNC Symbol;Acc:HGNC:26557]";Linc R N A;12;24566964;24584168
ENSG00000011258;MBTD1;"mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]";Protein Coding;17;51177425;51260163
ENSG00000237843;;;Linc R N A;2;204475356;204507672
ENSG00000271789;;;Linc R N A;6;111297126;111298510
ENSG00000156875;MFSD14A;"major facilitator superfamily domain containing 14A [Source:HGNC Symbol;Acc:HGNC:23363]";Protein Coding;1;100038097;100083377
ENSG00000214919;;;Sense Intronic;3;155742142;155743726
ENSG00000257657;;;Linc R N A;12;45481871;45610620
ENSG00000247121;;;Antisense;5;96814028;96935809
ENSG00000267240;;;Linc R N A;19;28960506;28964943
ENSG00000130024;PHF10;"PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]";Protein Coding;6;169703905;169725566
ENSG00000264254;;;Linc R N A;18;5310396;5317664
ENSG00000276156;;;Unprocessed Pseudogene;6;45097496;45097976
ENSG00000253452;;;Linc R N A;8;35862123;35970665
ENSG00000236366;;;Linc R N A;6;142526455;142637889
ENSG00000260157;;;Transcribed Unprocessed Pseudogene;17;21614487;21641536
ENSG00000273487;;;Linc R N A;1;92189237;92190707
ENSG00000222031;;;Linc R N A;2;151001220;151048774
ENSG00000166439;RNF169;"ring finger protein 169 [Source:HGNC Symbol;Acc:HGNC:26961]";Protein Coding;11;74748868;74842413
ENSG00000253960;;;Linc R N A;8;93215925;93234878
ENSG00000271766;;;Linc R N A;5;127478295;127478737
ENSG00000279394;;;T E C;15;79875920;79878179
ENSG00000254171;;;Linc R N A;5;166128498;166155439
ENSG00000183090;FREM3;"FRAS1 related extracellular matrix 3 [Source:HGNC Symbol;Acc:HGNC:25172]";Protein Coding;4;143577302;143700675
ENSG00000179796;LRRC3B;"leucine rich repeat containing 3B [Source:HGNC Symbol;Acc:HGNC:28105]";Protein Coding;3;26622806;26710776
ENSG00000228561;;;Linc R N A;3;177683627;177691250
ENSG00000114805;PLCH1;"phospholipase C eta 1 [Source:HGNC Symbol;Acc:HGNC:29185]";Protein Coding;3;155375580;155745067
ENSG00000227738;;;Processed Pseudogene;2;123762171;123763071
ENSG00000277420;;;Linc R N A;1;146514471;146525289
ENSG00000234084;;;Antisense;6;135301568;135307158
ENSG00000160539;PLPP7;"phospholipid phosphatase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:28174]";Protein Coding;9;131289694;131309262
ENSG00000226925;;;Antisense;2;102172621;102182108
ENSG00000235070;;;Linc R N A;2;226180044;226185371
ENSG00000226304;;;Antisense;10;25924448;25933710
ENSG00000257501;;;Transcribed Processed Pseudogene;12;97713412;97761859
ENSG00000282393;;;Linc R N A;19;248551;251571
ENSG00000148123;PLPPR1;"phospholipid phosphatase related 1 [Source:HGNC Symbol;Acc:HGNC:25993]";Protein Coding;9;101028709;101325135
ENSG00000227187;;;Processed Pseudogene;2;175033778;175034192
ENSG00000260344;;;Processed Pseudogene;16;32213380;32213503
ENSG00000105520;PLPPR2;"phospholipid phosphatase related 2 [Source:HGNC Symbol;Acc:HGNC:29566]";Protein Coding;19;11355386;11365698
ENSG00000228368;;;Antisense;7;116965846;116967472
ENSG00000258400;;;Antisense;14;49707667;49708792
ENSG00000117600;PLPPR4;"phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]";Protein Coding;1;99263953;99309590
ENSG00000249737;;;Antisense;5;16428536;16432436
ENSG00000244346;;;Processed Pseudogene;3;182950783;182956307
ENSG00000266196;;;Linc R N A;18;30713275;30714286
ENSG00000171566;PLRG1;"pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]";Protein Coding;4;154535006;154550435
ENSG00000259564;;;Antisense;15;61834752;61852152
ENSG00000187522;HSPA14;"heat shock protein family A (Hsp70) member 14 [Source:HGNC Symbol;Acc:HGNC:29526]";Protein Coding;10;14838164;14871741
ENSG00000257510;;;Linc R N A;12;42615503;42646498
ENSG00000224815;;;Processed Pseudogene;9;94338347;94338733
ENSG00000270909;;;Processed Pseudogene;9;41979352;41983753
ENSG00000254907;;;Antisense;11;43328748;43359296
ENSG00000231539;;;Linc R N A;7;42829672;42844438
ENSG00000248537;;;Antisense;5;9363275;9422481
ENSG00000248461;;;Linc R N A;5;38148480;38153715
ENSG00000237745;;;Processed Pseudogene;2;107914948;107915286
ENSG00000223917;;;Unprocessed Pseudogene;2;95486480;95488627
ENSG00000228127;LINC01649;;Linc R N A;1;115919350;115931561
ENSG00000265204;;;Antisense;18;24076794;24099320
ENSG00000277701;;;Linc R N A;2;97281904;97291780
ENSG00000244550;;;Processed Transcript;7;63233115;63241645
ENSG00000238202;;;Antisense;7;117300861;117322236
ENSG00000178193;;;Antisense;1;75710003;75724011
ENSG00000267359;;;Antisense;17;35553205;35554767
ENSG00000280088;;;T E C;12;100032325;100034074
ENSG00000249426;;;Linc R N A;5;118760474;118785459
ENSG00000272155;;;Antisense;8;65714334;65714778
ENSG00000228067;LINC01740;;Linc R N A;1;212545694;212556065
ENSG00000225919;LINC01745;;Linc R N A;1;232718071;232722250
ENSG00000257900;;;Linc R N A;14;45377268;45389286
ENSG00000228079;;;Linc R N A;2;64086353;64088246
ENSG00000242278;;;Processed Pseudogene;16;5270174;5270954
ENSG00000164542;KIAA0895;"KIAA0895 [Source:HGNC Symbol;Acc:HGNC:22206]";Protein Coding;7;36324221;36390125
ENSG00000251313;;;Processed Pseudogene;4;9030286;9031066
ENSG00000226119;;;Processed Pseudogene;X;102006883;102007294
ENSG00000229269;;;Linc R N A;X;140931738;140997448
ENSG00000275001;;"TUC338 [Source:RFAM;Acc:RF02271]";Misc R N A;10;16767235;16767416
ENSG00000254517;;;Unprocessed Pseudogene;11;48959928;48961810
ENSG00000200485;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;11;33196547;33196637
ENSG00000248294;;;Linc R N A;5;57574027;57614341
ENSG00000223960;;;Antisense;2;178413939;178440243
ENSG00000102910;LONP2;"lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]";Protein Coding;16;48244296;48363122
ENSG00000248112;;;Linc R N A;5;82919376;82921119
ENSG00000241224;;"uncharacterized LOC401081 [Source:EntrezGene;Acc:401081]";Protein Coding;3;109118252;109150514
ENSG00000259348;;;Linc R N A;15;96028089;96046930
ENSG00000233943;;;Processed Pseudogene;5;56975593;56976224
ENSG00000224903;;;Antisense;7;156654185;156657693
ENSG00000254199;;;Linc R N A;5;159698589;159761061
ENSG00000231252;;;Linc R N A;1;60659631;60867998
ENSG00000069275;NUCKS1;"nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]";Protein Coding;1;205712819;205750276
ENSG00000278627;;;Antisense;17;58202352;58203003
ENSG00000283423;;;Linc R N A;16;55321575;55322686
ENSG00000270718;;;Processed Pseudogene;12;39170646;39170880
ENSG00000207410;;"Small nucleolar RNA SNORA8 [Source:RFAM;Acc:RF00393]";Sno R N A;17;67271469;67271607
ENSG00000266767;;;Antisense;18;7741310;7754831
ENSG00000231615;;;Processed Pseudogene;1;173362397;173363733
ENSG00000278446;;;Processed Pseudogene;7;9170948;9171273
ENSG00000178075;GRAMD1C;"GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]";Protein Coding;3;113828182;113947174
ENSG00000165417;GTF2A1;"general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]";Protein Coding;14;81175452;81221377
ENSG00000235268;KDM4E;"lysine demethylase 4E [Source:HGNC Symbol;Acc:HGNC:37098]";Protein Coding;11;95025258;95027596
ENSG00000229899;;;Processed Pseudogene;12;40286289;40286662
ENSG00000251189;;;Linc R N A;5;38682070;38685126
ENSG00000262402;;;Processed Pseudogene;17;2127430;2127904
ENSG00000252652;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;11;43331261;43331356
ENSG00000230964;;;Processed Pseudogene;2;91578478;91578573
ENSG00000276118;;;Unprocessed Pseudogene;1;143343180;143343275
ENSG00000230119;;;Processed Pseudogene;3;33190233;33190328
ENSG00000269256;;;Antisense;10;76558350;76560994
ENSG00000235486;;;Unprocessed Pseudogene;2;106369724;106378247
ENSG00000266456;;;Antisense;18;650229;652843
ENSG00000251838;;"Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]";Sno R N A;11;37702125;37702220
ENSG00000201118;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;9;19089593;19089688
ENSG00000196233;LCOR;"ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]";Protein Coding;10;96832260;96995959
ENSG00000202306;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;14;93397139;93397234
ENSG00000258204;;;Processed Pseudogene;12;98794485;98794964
ENSG00000252822;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;1;236060677;236060772
ENSG00000262890;;;Linc R N A;16;70802083;70802840
ENSG00000138382;METTL5;"methyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:25006]";Protein Coding;2;169810081;169824931
ENSG00000281883;;;Protein Coding;13;43883800;44028526
ENSG00000252759;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;2;200863152;200863247
ENSG00000248285;;;Sense Overlapping;5;63957893;63981043
ENSG00000230542;LINC00102;"long intergenic non-protein coding RNA 102 [Source:HGNC Symbol;Acc:HGNC:30470]";Linc R N A;X;2612988;2615347
ENSG00000259225;;;Linc R N A;15;37984766;38062340
ENSG00000155530;LRGUK;"leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]";Protein Coding;7;134127299;134264591
ENSG00000148948;LRRC4C;"leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317]";Protein Coding;11;40114203;41459773
ENSG00000271047;;;Processed Pseudogene;7;56603410;56603553
ENSG00000235494;;;Linc R N A;9;97233201;97235014
ENSG00000283052;;;Linc R N A;12;102304355;102463491
ENSG00000175221;MED16;"mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]";Protein Coding;19;867630;893218
ENSG00000270521;;;Processed Pseudogene;6;66710242;66710827
ENSG00000270997;;;Processed Pseudogene;7;113415689;113416322
ENSG00000188010;MORN2;"MORN repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30166]";Protein Coding;2;38875962;38929072
ENSG00000249017;;;Antisense;5;102500541;102505670
ENSG00000112530;PACRG;"PARK2 coregulated [Source:HGNC Symbol;Acc:HGNC:19152]";Protein Coding;6;162727132;163315492
ENSG00000229495;;;Linc R N A;6;78809715;78813303
ENSG00000215310;;;Processed Pseudogene;X;33410944;33412173
ENSG00000234022;;;Antisense;2;15564170;15573868
ENSG00000224879;;;Sense Overlapping;2;79158374;79185523
ENSG00000281655;;;Linc R N A;11;102681310;102683913
ENSG00000243828;;;Transcribed Processed Pseudogene;6;64728837;64733837
ENSG00000175967;;;Antisense;6;113904138;113921642
ENSG00000133401;PDZD2;"PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]";Protein Coding;5;31639410;32110931
ENSG00000236004;;;Processed Pseudogene;1;52189916;52190309
ENSG00000225165;;;Processed Pseudogene;5;95440044;95440687
ENSG00000183308;;;Antisense;2;200963263;201009102
ENSG00000232765;;;Transcribed Unprocessed Pseudogene;X;55279839;55288785
ENSG00000257507;;;Linc R N A;12;69449470;69460724
ENSG00000231971;;;Linc R N A;6;134428240;134520585
ENSG00000239641;PLS1-AS1;"PLS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40451]";Antisense;3;142654784;142656745
ENSG00000246541;;;Linc R N A;4;94117792;94207556
ENSG00000278012;;;Sense Intronic;20;31970181;31970831
ENSG00000280048;;;T E C;15;96112628;96116051
ENSG00000255018;;;Processed Pseudogene;11;13152200;13152348
ENSG00000283290;;"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]";Sn R N A;14;24352057;24352157
ENSG00000276672;;;Sense Intronic;13;33846190;33850825
ENSG00000115421;PAPOLG;"poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]";Protein Coding;2;60756230;60802085
ENSG00000238516;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;17;28834722;28834822
ENSG00000102024;PLS3;"plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091]";Protein Coding;X;115561174;115650861
ENSG00000251852;;"Y RNA [Source:RFAM;Acc:RF00019]";Misc R N A;7;103433461;103433561
ENSG00000271826;PLS3-AS1;"PLS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50343]";Antisense;X;115518182;115562731
ENSG00000236676;;;Antisense;1;81585941;81625713
ENSG00000219273;;;Processed Pseudogene;6;38762905;38764694
ENSG00000255219;;;Antisense;11;122295190;122308019
ENSG00000188313;PLSCR1;"phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]";Protein Coding;3;146515180;146544864
ENSG00000224138;;;Antisense;7;127350128;127351523
ENSG00000280148;;;Protein Coding;6;143857318;143938471
ENSG00000268326;;;Linc R N A;19;20972262;20983210
ENSG00000250116;;;Antisense;2;46568256;46580238
ENSG00000223628;;;Processed Pseudogene;15;25580969;25581122
ENSG00000166503;;"Hepatoma-derived growth factor-related protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y3E1]";Protein Coding;15;83112738;83208018
ENSG00000178795;GDPD4;"glycerophosphodiester phosphodiesterase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24849]";Protein Coding;11;77216558;77301687
ENSG00000170627;GTSF1;"gametocyte specific factor 1 [Source:HGNC Symbol;Acc:HGNC:26565]";Protein Coding;12;54455950;54473602
ENSG00000279456;;;T E C;9;41061290;41062917
